full_sample_id,prot_ug,prot_ug.cm2,partner
POC-175,NA,NA,host
POC-466-20220315,25.785000000000004,1.2706971324539995,host
POC-466-20220414,12.555,0.6460557276919524,host
POC-466-20220515,9.691,0.586627520980694,host
POC-466-20220727,31.456,0.9071591666691455,host
POC-466-20220811,39.812000000000005,0.7025952108593306,host
POC-466-20220917,26.554499999999997,1.1105637242689541,host
POC-467-20220315,23.9575,0.7337403279526438,host
POC-467-20220414,12.4015,0.6167444836810165,host
POC-467-20220515,6.2405,0.530369771131106,host
POC-467-20220727,13.055,0.7331013359645222,host
POC-467-20220811,69.44,0.9319184635564061,host
POC-467-20220917,17.487000000000002,0.4462851119793746,host
POC-468-20220315,30.483749999999993,1.3084574990517441,host
POC-468-20220414,9.568000000000001,0.5092265100269118,host
POC-468-20220515,7.989999999999999,0.6880232658239084,host
POC-468-20220727,28.1,0.7182634465816313,host
POC-468-20220811,35.78,0.739971856059404,host
POC-468-20220917,29.512,0.5010273921716661,host
POC-469-20220315,56.212500000000006,1.037511890964632,host
POC-469-20220414,27.857499999999998,0.7826169116622153,host
POC-469-20220515,15.912,0.8226952958342126,host
POC-469-20220727,22.451999999999998,0.7345470302089043,host
POC-469-20220811,38.125,0.8390233874205634,host
POC-469-20220917,31.2975,0.5316167442419805,host
POC-470-20220315,33.45875,0.9448604738025583,host
POC-470-20220414,36.351,0.8216087922983976,host
POC-470-20220515,6.36,0.41587289901770635,host
POC-470-20220727,12.5035,0.6383685500156152,host
POC-470-20220811,41.24250000000001,0.6738633239857653,host
POC-470-20220917,25.679499999999997,0.7399163535379258,host
POC-471-20220315,96.2,1.6617457869301393,host
POC-471-20220414,47.470499999999994,0.7694539426108732,host
POC-471-20220515,20.355,0.9665834349519485,host
POC-471-20220727,36.74549999999999,1.2616748357140797,host
POC-471-20220811,75.184,1.6934468381818812,host
POC-471-20220917,71.80799999999999,2.069040032510422,host
POC-472-20220315,14.20125,0.7284693169281049,host
POC-472-20220414,20.8,0.5966845597819782,host
POC-472-20220515,10.888,0.6276268652341532,host
POC-472-20220727,42,1.2815087598578203,host
POC-472-20220811,42.3095,0.9772832062780212,host
POC-472-20220917,38.987,0.7645913874203021,host
POC-473-20220315,8.9325,0.2710277763975393,host
POC-473-20220414,13.288,0.5431909390450738,host
POC-473-20220515,16.24,0.5972278722058625,host
POC-473-20220727,21.720000000000002,0.6973055809397681,host
POC-473-20220811,20.502,0.6634280829093784,host
POC-473-20220917,30.426000000000002,0.5306345129822948,host
POC-474-20220315,25.515,0.8580006065989338,host
POC-474-20220414,16.737000000000002,0.8750627414917947,host
POC-474-20220515,21.100500000000004,0.4282345692490184,host
POC-474-20220727,19.356,0.7843573145875153,host
POC-474-20220811,30.377,0.7728308445778517,host
POC-474-20220917,52.2,0.7440337594554626,host
POC-475-20220315,34.125,1.1631252866189856,host
POC-475-20220414,22.3955,NA,host
POC-475-20220515,4.048,0.39322895161456073,host
POC-475-20220727,14.174999999999999,0.83935995926933,host
POC-475-20220811,43.61,0.9164365490457267,host
POC-475-20220917,12.6845,1.6305064071268003,host
POC-476-20220316,26.63375,0.7361861138882713,host
POC-476-20220413,NA,NA,host
POC-476-20220517,27.549999999999997,0.9996256807432551,host
POC-476-20220729,31.125000000000004,0.8376080159846652,host
POC-476-20220812,51.69,2.2070745455551233,host
POC-476-20220930,21.6675,0.7081705317996958,host
POC-477-20220316,14.674000000000001,1.0231183013185257,host
POC-477-20220413,21.127499999999998,0.7246600489576256,host
POC-477-20220517,15.496000000000002,0.8037357608250472,host
POC-477-20220729,18.1305,0.8867786289663498,host
POC-477-20220812,34.204,0.8166705138432144,host
POC-477-20220930,20.925,0.7890983865000196,host
POC-478-20220316,52.437,0.9319561480093144,host
POC-478-20220413,11.43,0.7327010613375117,host
POC-478-20220517,14.824,0.7294313973583436,host
POC-478-20220729,NA,NA,host
POC-478-20220812,67.27,1.416374898063321,host
POC-478-20220930,35.853,1.1266322237810498,host
POC-479-20220316,23.325,0.9742498321258368,host
POC-479-20220413,34.479,0.5622272551393896,host
POC-479-20220517,18.424999999999997,0.8359768377719543,host
POC-479-20220729,29.0835,0.9255046107627803,host
POC-479-20220812,59.19,0.8656120107768953,host
POC-479-20220930,33.484,0.9085899728774379,host
POC-480-20220316,6.603750000000001,0.5953816970439011,host
POC-480-20220413,25.535999999999998,0.8551790616206605,host
POC-480-20220517,11.89,0.7375395725893713,host
POC-480-20220729,31.419500000000003,0.7596426264961766,host
POC-480-20220812,47.599999999999994,1.0213470795971804,host
POC-480-20220930,19.872,0.6232495781791821,host
POC-481-20220316,32.8185,0.866729621899608,host
POC-481-20220413,16.596,0.6546171372488133,host
POC-481-20220517,22.842,0.7951764814761223,host
POC-481-20220729,10.065000000000001,0.4479418233350119,host
POC-481-20220812,10.101,0.49853556362199597,host
POC-481-20220930,16.583,0.6386531054363971,host
POC-482-20220316,17.976,0.8201698077518527,host
POC-482-20220413,18.87,0.6647092637595283,host
POC-482-20220517,20.068749999999998,0.6038640408216336,host
POC-482-20220729,26.950000000000003,1.004686595681318,host
POC-482-20220812,17.349999999999998,0.8097364309199911,host
POC-482-20220930,46.52,0.7943226815273285,host
POC-483-20220316,52.722,1.1342346547620503,host
POC-483-20220413,25.086000000000002,0.9267212320947976,host
POC-483-20220517,11.284,0.708030740358625,host
POC-483-20220729,26.546,0.6701365370870862,host
POC-483-20220812,20.4375,0.7698240623808686,host
POC-483-20220930,21.35,0.5393844776726352,host
POC-484-20220316,41.1,1.0415747164047324,host
POC-484-20220413,10.758,0.5642714336085011,host
POC-484-20220517,12.001000000000001,0.6536517424108664,host
POC-484-20220729,3.9,0.07085909700189692,host
POC-484-20220812,34.606,1.0628641763732432,host
POC-484-20220930,23.177,0.7537288777939587,host
POC-485-20220316,31.429999999999996,0.48032221163709116,host
POC-485-20220413,15.729999999999999,0.34385208784756455,host
