colony_id,surface.area.cm2,timepoint
POC-481,40.10575683620617,JAN
POC-476,14.140225379076162,JAN
POC-480,13.208294175788083,JAN
POC-483,20.79228603702901,JAN
POC-485,37.40636990254409,JAN
POC-477,20.406659332220165,JAN
POC-478,30.240140304846122,JAN
POC-482,33.26088282584885,JAN
POC-484,19.571134805134278,JAN
POC-479,36.602980934192345,JAN
