colony_id,timepoint,homog_vol_ml,date_airbrushed,site,notes
POC-466,JAN,22.5,20220411,backreef,
POC-467,JAN,17.5,20220411,backreef,
POC-468,JAN,26,20220411,backreef,
POC-469,JAN,8,20220411,backreef,
POC-470,JAN,11,20220411,backreef,
POC-471,JAN,22.5,20220411,backreef,
POC-472,JAN,7.5,20220411,backreef,
POC-473,JAN,15,20220411,backreef,
POC-474,JAN,24,20220411,backreef,
POC-475,JAN,21,20220411,backreef,
