date,time,raw,calibrated,logger
6/3/22,6:50:00,1227,1511.4,2
6/3/22,7:00:00,1965,2420.5,2
6/3/22,7:10:00,1963,2418.1,2
6/3/22,7:20:00,3207,3950.5,2
6/3/22,7:30:00,3813,4696.9,2
6/3/22,7:40:00,4425,5450.8,2
6/3/22,7:50:00,5036,6203.5,2
6/3/22,8:00:00,5639,6946.3,2
6/3/22,8:10:00,6410,7896,2
6/3/22,8:20:00,7240,8918.4,2
6/3/22,8:30:00,7894,9724,2
6/3/22,8:40:00,8547,10528.4,2
6/3/22,8:50:00,9355,11523.7,2
6/3/22,9:00:00,10170,12527.6,2
6/3/22,9:10:00,10280,12663.1,2
6/3/22,9:20:00,6401,7884.9,2
6/3/22,9:30:00,9750,12010.3,2
6/3/22,9:40:00,7213,8885.1,2
6/3/22,9:50:00,10389,12797.4,2
6/3/22,10:00:00,13523,16657.9,2
6/3/22,10:10:00,13828,17033.7,2
6/3/22,10:20:00,14354,17681.6,2
6/3/22,10:30:00,14797,18227.3,2
6/3/22,10:40:00,15097,18596.8,2
6/3/22,10:50:00,15571,19180.7,2
6/3/22,11:00:00,15797,19459.1,2
6/3/22,11:10:00,15325,18877.7,2
6/3/22,11:20:00,16281,20055.3,2
6/3/22,11:30:00,16676,20541.9,2
6/3/22,11:40:00,17081,21040.8,2
6/3/22,11:50:00,17531,21595.1,2
6/3/22,12:00:00,17256,21256.3,2
6/3/22,12:10:00,17256,21256.3,2
6/3/22,12:20:00,17989,22159.3,2
6/3/22,12:30:00,17563,21634.5,2
6/3/22,12:40:00,17215,21205.8,2
6/3/22,12:50:00,16576,20418.7,2
6/3/22,13:00:00,16249,20015.9,2
6/3/22,13:10:00,16126,19864.4,2
6/3/22,13:20:00,16407,20210.5,2
6/3/22,13:30:00,16581,20424.9,2
6/3/22,13:40:00,13379,16480.6,2
6/3/22,13:50:00,14156,17437.7,2
6/3/22,14:00:00,15433,19010.7,2
6/3/22,14:10:00,9351,11518.8,2
6/3/22,14:20:00,13423,16534.8,2
6/3/22,14:30:00,12666,15602.3,2
6/3/22,14:40:00,12387,15258.6,2
6/3/22,14:50:00,11776,14505.9,2
6/3/22,15:00:00,11107,13681.9,2
6/3/22,15:10:00,10673,13147.2,2
6/3/22,15:20:00,10151,12504.2,2
6/3/22,15:30:00,9214,11350,2
6/3/22,15:40:00,8547,10528.4,2
6/3/22,15:50:00,8116,9997.5,2
6/3/22,16:00:00,7581,9338.5,2
6/3/22,16:10:00,6439,7931.7,2
6/3/22,16:20:00,6282,7738.3,2
6/3/22,16:30:00,5890,7255.4,2
6/3/22,16:40:00,4106,5057.9,2
6/3/22,16:50:00,2905,3578.4,2
6/3/22,17:00:00,2417,2977.3,2
6/3/22,17:10:00,2868,3532.9,2
6/3/22,17:20:00,2266,2791.3,2
6/3/22,17:30:00,1463,1802.2,2
6/3/22,17:40:00,1000,1231.8,2
6/3/22,17:50:00,849,1045.8,2
6/3/22,18:00:00,652,803.1,2
6/3/22,18:10:00,437,538.3,2
6/3/22,18:20:00,164,202,2
6/3/22,18:30:00,35,43.1,2
6/3/22,18:40:00,5,6.2,2
6/3/22,18:50:00,0,0,2
6/3/22,19:00:00,0,0,2
6/3/22,19:10:00,0,0,2
6/3/22,19:20:00,0,0,2
6/3/22,19:30:00,0,0,2
6/3/22,19:40:00,0,0,2
6/3/22,19:50:00,0,0,2
6/3/22,20:00:00,0,0,2
6/3/22,20:10:00,0,0,2
6/3/22,20:20:00,0,0,2
6/3/22,20:30:00,0,0,2
6/3/22,20:40:00,0,0,2
6/3/22,20:50:00,0,0,2
6/3/22,21:00:00,0,0,2
6/3/22,21:10:00,0,0,2
6/3/22,21:20:00,0,0,2
6/3/22,21:30:00,0,0,2
6/3/22,21:40:00,0,0,2
6/3/22,21:50:00,0,0,2
6/3/22,22:00:00,0,0,2
6/3/22,22:10:00,0,0,2
6/3/22,22:20:00,0,0,2
6/3/22,22:30:00,0,0,2
6/3/22,22:40:00,0,0,2
6/3/22,22:50:00,0,0,2
6/3/22,23:00:00,0,0,2
6/3/22,23:10:00,0,0,2
6/3/22,23:20:00,0,0,2
6/3/22,23:30:00,0,0,2
6/3/22,23:40:00,0,0,2
6/3/22,23:50:00,0,0,2
6/3/22,24:00:00,0,0,2
7/3/22,0:10:00,0,0,2
7/3/22,0:20:00,0,0,2
7/3/22,0:30:00,0,0,2
7/3/22,0:40:00,0,0,2
7/3/22,0:50:00,0,0,2
7/3/22,1:00:00,0,0,2
7/3/22,1:10:00,0,0,2
7/3/22,1:20:00,0,0,2
7/3/22,1:30:00,0,0,2
7/3/22,1:40:00,0,0,2
7/3/22,1:50:00,0,0,2
7/3/22,2:00:00,0,0,2
7/3/22,2:10:00,0,0,2
7/3/22,2:20:00,0,0,2
7/3/22,2:30:00,0,0,2
7/3/22,2:40:00,0,0,2
7/3/22,2:50:00,0,0,2
7/3/22,3:00:00,0,0,2
7/3/22,3:10:00,0,0,2
7/3/22,3:20:00,0,0,2
7/3/22,3:30:00,0,0,2
7/3/22,3:40:00,0,0,2
7/3/22,3:50:00,0,0,2
7/3/22,4:00:00,0,0,2
7/3/22,4:10:00,0,0,2
7/3/22,4:20:00,0,0,2
7/3/22,4:30:00,0,0,2
7/3/22,4:40:00,0,0,2
7/3/22,4:50:00,0,0,2
7/3/22,5:00:00,0,0,2
7/3/22,5:10:00,0,0,2
7/3/22,5:20:00,0,0,2
7/3/22,5:30:00,0,0,2
7/3/22,5:40:00,0,0,2
7/3/22,5:50:00,3,3.7,2
7/3/22,6:00:00,32,39.4,2
7/3/22,6:10:00,133,163.8,2
7/3/22,6:20:00,317,390.5,2
7/3/22,6:30:00,594,731.7,2
7/3/22,6:40:00,954,1175.2,2
7/3/22,6:50:00,1355,1669.1,2
7/3/22,7:00:00,1869,2302.3,2
7/3/22,7:10:00,2172,2675.5,2
7/3/22,7:20:00,3057,3765.7,2
7/3/22,7:30:00,3806,4688.3,2
7/3/22,7:40:00,4358,5368.3,2
7/3/22,7:50:00,5025,6189.9,2
7/3/22,8:00:00,5693,7012.8,2
7/3/22,8:10:00,6267,7719.8,2
7/3/22,8:20:00,7015,8641.2,2
7/3/22,8:30:00,7698,9482.6,2
7/3/22,8:40:00,8512,10485.3,2
7/3/22,8:50:00,9174,11300.7,2
7/3/22,9:00:00,8496,10465.6,2
7/3/22,9:10:00,1595,1964.8,2
7/3/22,9:20:00,6834,8418.3,2
7/3/22,9:30:00,13630,16789.7,2
7/3/22,9:40:00,12584,15501.3,2
7/3/22,9:50:00,10310,12700.1,2
7/3/22,10:00:00,10180,12540,2
7/3/22,10:10:00,13945,17177.8,2
7/3/22,10:20:00,14328,17649.6,2
7/3/22,10:30:00,14589,17971.1,2
7/3/22,10:40:00,15002,18479.8,2
7/3/22,10:50:00,15325,18877.7,2
7/3/22,11:00:00,15583,19195.5,2
7/3/22,11:10:00,13515,16648.1,2
7/3/22,11:20:00,16154,19898.9,2
7/3/22,11:30:00,16240,20004.8,2
7/3/22,11:40:00,16396,20197,2
7/3/22,11:50:00,16163,19910,2
7/3/22,12:00:00,16305,20084.9,2
7/3/22,12:10:00,14695,18101.6,2
7/3/22,12:20:00,16405,20208.1,2
7/3/22,12:30:00,16289,20065.2,2
7/3/22,12:40:00,16391,20190.8,2
7/3/22,12:50:00,15959,19658.7,2
7/3/22,13:00:00,15982,19687,2
7/3/22,13:10:00,16027,19742.4,2
7/3/22,13:20:00,14320,17639.7,2
7/3/22,13:30:00,15392,18960.2,2
7/3/22,13:40:00,15029,18513.1,2
7/3/22,13:50:00,14748,18166.9,2
7/3/22,14:00:00,14166,17450,2
7/3/22,14:10:00,13830,17036.1,2
7/3/22,14:20:00,13375,16475.6,2
7/3/22,14:30:00,12920,15915.2,2
7/3/22,14:40:00,12203,15031.9,2
7/3/22,14:50:00,11843,14588.5,2
7/3/22,15:00:00,11282,13897.4,2
7/3/22,15:10:00,10567,13016.7,2
7/3/22,15:20:00,9773,12038.6,2
7/3/22,15:30:00,9245,11388.2,2
7/3/22,15:40:00,8796,10835.1,2
7/3/22,15:50:00,8204,10105.9,2
7/3/22,16:00:00,7375,9084.7,2
7/3/22,16:10:00,6705,8259.4,2
7/3/22,16:20:00,6122,7541.2,2
7/3/22,16:30:00,5404,6656.8,2
7/3/22,16:40:00,4747,5847.5,2
7/3/22,16:50:00,4124,5080,2
7/3/22,17:00:00,3546,4368,2
7/3/22,17:10:00,3055,3763.2,2
7/3/22,17:20:00,2364,2912,2
7/3/22,17:30:00,1818,2239.5,2
7/3/22,17:40:00,1386,1707.3,2
7/3/22,17:50:00,1007,1240.4,2
7/3/22,18:00:00,699,861,2
7/3/22,18:10:00,357,439.8,2
7/3/22,18:20:00,145,178.6,2
7/3/22,18:30:00,34,41.9,2
7/3/22,18:40:00,3,3.7,2
7/3/22,18:50:00,0,0,2
7/3/22,19:00:00,0,0,2
7/3/22,19:10:00,0,0,2
7/3/22,19:20:00,0,0,2
7/3/22,19:30:00,0,0,2
7/3/22,19:40:00,0,0,2
7/3/22,19:50:00,0,0,2
7/3/22,20:00:00,0,0,2
7/3/22,20:10:00,0,0,2
7/3/22,20:20:00,0,0,2
7/3/22,20:30:00,0,0,2
7/3/22,20:40:00,0,0,2
7/3/22,20:50:00,0,0,2
7/3/22,21:00:00,0,0,2
7/3/22,21:10:00,0,0,2
7/3/22,21:20:00,0,0,2
7/3/22,21:30:00,0,0,2
7/3/22,21:40:00,0,0,2
7/3/22,21:50:00,0,0,2
7/3/22,22:00:00,0,0,2
7/3/22,22:10:00,0,0,2
7/3/22,22:20:00,0,0,2
7/3/22,22:30:00,0,0,2
7/3/22,22:40:00,0,0,2
7/3/22,22:50:00,0,0,2
7/3/22,23:00:00,0,0,2
7/3/22,23:10:00,0,0,2
7/3/22,23:20:00,0,0,2
7/3/22,23:30:00,0,0,2
7/3/22,23:40:00,0,0,2
7/3/22,23:50:00,0,0,2
7/3/22,24:00:00,0,0,2
8/3/22,0:10:00,0,0,2
8/3/22,0:20:00,0,0,2
8/3/22,0:30:00,0,0,2
8/3/22,0:40:00,0,0,2
8/3/22,0:50:00,0,0,2
8/3/22,1:00:00,0,0,2
8/3/22,1:10:00,0,0,2
8/3/22,1:20:00,0,0,2
8/3/22,1:30:00,0,0,2
8/3/22,1:40:00,0,0,2
8/3/22,1:50:00,0,0,2
8/3/22,2:00:00,0,0,2
8/3/22,2:10:00,0,0,2
8/3/22,2:20:00,0,0,2
8/3/22,2:30:00,0,0,2
8/3/22,2:40:00,0,0,2
8/3/22,2:50:00,0,0,2
8/3/22,3:00:00,0,0,2
8/3/22,3:10:00,0,0,2
8/3/22,3:20:00,0,0,2
8/3/22,3:30:00,0,0,2
8/3/22,3:40:00,0,0,2
8/3/22,3:50:00,0,0,2
8/3/22,4:00:00,0,0,2
8/3/22,4:10:00,0,0,2
8/3/22,4:20:00,0,0,2
8/3/22,4:30:00,0,0,2
8/3/22,4:40:00,0,0,2
8/3/22,4:50:00,0,0,2
8/3/22,5:00:00,0,0,2
8/3/22,5:10:00,0,0,2
8/3/22,5:20:00,0,0,2
8/3/22,5:30:00,0,0,2
8/3/22,5:40:00,0,0,2
8/3/22,5:50:00,4,4.9,2
8/3/22,6:00:00,40,49.3,2
8/3/22,6:10:00,161,198.3,2
8/3/22,6:20:00,378,465.6,2
8/3/22,6:30:00,648,798.2,2
8/3/22,6:40:00,1054,1298.3,2
8/3/22,6:50:00,1537,1893.3,2
8/3/22,7:00:00,2032,2503.1,2
8/3/22,7:10:00,2575,3171.9,2
8/3/22,7:20:00,3136,3863,2
8/3/22,7:30:00,3779,4655.1,2
8/3/22,7:40:00,4345,5352.3,2
8/3/22,7:50:00,4938,6082.7,2
8/3/22,8:00:00,5628,6932.7,2
8/3/22,8:10:00,6098,7511.7,2
8/3/22,8:20:00,6751,8316,2
8/3/22,8:30:00,7290,8980,2
8/3/22,8:40:00,8034,9896.5,2
8/3/22,8:50:00,8631,10631.9,2
8/3/22,9:00:00,9301,11457.2,2
8/3/22,9:10:00,10045,12373.7,2
8/3/22,9:20:00,10762,13256.9,2
8/3/22,9:30:00,11398,14040.3,2
8/3/22,9:40:00,12122,14932.2,2
8/3/22,9:50:00,12536,15442.1,2
8/3/22,10:00:00,13338,16430.1,2
8/3/22,10:10:00,13782,16977,2
8/3/22,10:20:00,14426,17770.3,2
8/3/22,10:30:00,14747,18165.7,2
8/3/22,10:40:00,15208,18733.6,2
8/3/22,10:50:00,15568,19177,2
8/3/22,11:00:00,15668,19300.2,2
8/3/22,11:10:00,15540,19142.5,2
8/3/22,11:20:00,16034,19751.1,2
8/3/22,11:30:00,16177,19927.2,2
8/3/22,11:40:00,16401,20203.1,2
8/3/22,11:50:00,16375,20171.1,2
8/3/22,12:00:00,16255,20023.3,2
8/3/22,12:10:00,16513,20341.1,2
8/3/22,12:20:00,16748,20630.6,2
8/3/22,12:30:00,16717,20592.4,2
8/3/22,12:40:00,16854,20761.1,2
8/3/22,12:50:00,16375,20171.1,2
8/3/22,13:00:00,16126,19864.4,2
8/3/22,13:10:00,15505,19099.4,2
8/3/22,13:20:00,15285,18828.4,2
8/3/22,13:30:00,14550,17923,2
8/3/22,13:40:00,14325,17645.9,2
8/3/22,13:50:00,13961,17197.5,2
8/3/22,14:00:00,13387,16490.4,2
8/3/22,14:10:00,13409,16517.5,2
8/3/22,14:20:00,12889,15877,2
8/3/22,14:30:00,12571,15485.2,2
8/3/22,14:40:00,12230,15065.2,2
8/3/22,14:50:00,11819,14558.9,2
8/3/22,15:00:00,10626,13089.4,2
8/3/22,15:10:00,10172,12530.1,2
8/3/22,15:20:00,9593,11816.9,2
8/3/22,15:30:00,8683,10695.9,2
8/3/22,15:40:00,8464,10426.2,2
8/3/22,15:50:00,7682,9462.9,2
8/3/22,16:00:00,7125,8776.7,2
8/3/22,16:10:00,6460,7957.6,2
8/3/22,16:20:00,5885,7249.3,2
8/3/22,16:30:00,5444,6706,2
8/3/22,16:40:00,4553,5608.5,2
8/3/22,16:50:00,3859,4753.6,2
8/3/22,17:00:00,3228,3976.3,2
8/3/22,17:10:00,2820,3473.7,2
8/3/22,17:20:00,1911,2354,2
8/3/22,17:30:00,1738,2140.9,2
8/3/22,17:40:00,1367,1683.9,2
8/3/22,17:50:00,1056,1300.8,2
8/3/22,18:00:00,604,744,2
8/3/22,18:10:00,315,388,2
8/3/22,18:20:00,119,146.6,2
8/3/22,18:30:00,26,32,2
8/3/22,18:40:00,2,2.5,2
8/3/22,18:50:00,0,0,2
8/3/22,19:00:00,0,0,2
8/3/22,19:10:00,0,0,2
8/3/22,19:20:00,0,0,2
8/3/22,19:30:00,0,0,2
8/3/22,19:40:00,0,0,2
8/3/22,19:50:00,0,0,2
8/3/22,20:00:00,0,0,2
8/3/22,20:10:00,0,0,2
8/3/22,20:20:00,0,0,2
8/3/22,20:30:00,0,0,2
8/3/22,20:40:00,0,0,2
8/3/22,20:50:00,0,0,2
8/3/22,21:00:00,0,0,2
8/3/22,21:10:00,0,0,2
8/3/22,21:20:00,0,0,2
8/3/22,21:30:00,0,0,2
8/3/22,21:40:00,0,0,2
8/3/22,21:50:00,0,0,2
8/3/22,22:00:00,0,0,2
8/3/22,22:10:00,0,0,2
8/3/22,22:20:00,0,0,2
8/3/22,22:30:00,0,0,2
8/3/22,22:40:00,0,0,2
8/3/22,22:50:00,0,0,2
8/3/22,23:00:00,0,0,2
8/3/22,23:10:00,0,0,2
8/3/22,23:20:00,0,0,2
8/3/22,23:30:00,0,0,2
8/3/22,23:40:00,0,0,2
8/3/22,23:50:00,0,0,2
8/3/22,24:00:00,0,0,2
9/3/22,0:10:00,0,0,2
9/3/22,0:20:00,0,0,2
9/3/22,0:30:00,0,0,2
9/3/22,0:40:00,0,0,2
9/3/22,0:50:00,0,0,2
9/3/22,1:00:00,0,0,2
9/3/22,1:10:00,0,0,2
9/3/22,1:20:00,0,0,2
9/3/22,1:30:00,0,0,2
9/3/22,1:40:00,0,0,2
9/3/22,1:50:00,0,0,2
9/3/22,2:00:00,0,0,2
9/3/22,2:10:00,0,0,2
9/3/22,2:20:00,0,0,2
9/3/22,2:30:00,0,0,2
9/3/22,2:40:00,0,0,2
9/3/22,2:50:00,0,0,2
9/3/22,3:00:00,0,0,2
9/3/22,3:10:00,0,0,2
9/3/22,3:20:00,0,0,2
9/3/22,3:30:00,0,0,2
9/3/22,3:40:00,0,0,2
9/3/22,3:50:00,0,0,2
9/3/22,4:00:00,0,0,2
9/3/22,4:10:00,0,0,2
9/3/22,4:20:00,0,0,2
9/3/22,4:30:00,0,0,2
9/3/22,4:40:00,0,0,2
9/3/22,4:50:00,0,0,2
9/3/22,5:00:00,0,0,2
9/3/22,5:10:00,0,0,2
9/3/22,5:20:00,0,0,2
9/3/22,5:30:00,0,0,2
9/3/22,5:40:00,0,0,2
9/3/22,5:50:00,4,4.9,2
9/3/22,6:00:00,38,46.8,2
9/3/22,6:10:00,138,170,2
9/3/22,6:20:00,321,395.4,2
9/3/22,6:30:00,572,704.6,2
9/3/22,6:40:00,963,1186.2,2
9/3/22,6:50:00,1278,1574.3,2
9/3/22,7:00:00,1889,2326.9,2
9/3/22,7:10:00,2063,2541.3,2
9/3/22,7:20:00,2904,3577.2,2
9/3/22,7:30:00,3682,4535.6,2
9/3/22,7:40:00,4305,5303,2
9/3/22,7:50:00,4621,5692.3,2
9/3/22,8:00:00,5455,6719.6,2
9/3/22,8:10:00,6254,7703.8,2
9/3/22,8:20:00,6874,8467.6,2
9/3/22,8:30:00,7461,9190.6,2
9/3/22,8:40:00,8069,9939.6,2
9/3/22,8:50:00,8832,10879.5,2
9/3/22,9:00:00,9580,11800.9,2
9/3/22,9:10:00,10142,12493.2,2
9/3/22,9:20:00,10828,13338.2,2
9/3/22,9:30:00,11556,14234.9,2
9/3/22,9:40:00,12193,15019.6,2
9/3/22,9:50:00,12328,15185.9,2
9/3/22,10:00:00,13575,16722,2
9/3/22,10:10:00,14301,17616.3,2
9/3/22,10:20:00,14024,17275.1,2
9/3/22,10:30:00,13970,17208.6,2
9/3/22,10:40:00,15073,18567.3,2
9/3/22,10:50:00,14933,18394.8,2
9/3/22,11:00:00,15547,19151.2,2
9/3/22,11:10:00,15769,19424.6,2
9/3/22,11:20:00,15913,19602,2
9/3/22,11:30:00,15468,19053.8,2
9/3/22,11:40:00,15875,19555.2,2
9/3/22,11:50:00,16302,20081.2,2
9/3/22,12:00:00,16422,20229,2
9/3/22,12:10:00,16644,20502.5,2
9/3/22,12:20:00,16633,20488.9,2
9/3/22,12:30:00,16463,20279.5,2
9/3/22,12:40:00,16480,20300.4,2
9/3/22,12:50:00,16245,20011,2
9/3/22,13:00:00,15997,19705.5,2
9/3/22,13:10:00,15490,19080.9,2
9/3/22,13:20:00,15318,18869.1,2
9/3/22,13:30:00,15275,18816.1,2
9/3/22,13:40:00,15065,18557.4,2
9/3/22,13:50:00,14722,18134.9,2
9/3/22,14:00:00,14504,17866.4,2
9/3/22,14:10:00,14278,17588,2
9/3/22,14:20:00,12704,15649.1,2
9/3/22,14:30:00,12819,15790.7,2
9/3/22,14:40:00,12227,15061.5,2
9/3/22,14:50:00,11679,14386.5,2
9/3/22,15:00:00,10985,13531.6,2
9/3/22,15:10:00,10305,12693.9,2
9/3/22,15:20:00,9905,12201.2,2
9/3/22,15:30:00,9071,11173.9,2
9/3/22,15:40:00,8503,10474.2,2
9/3/22,15:50:00,7996,9849.7,2
9/3/22,16:00:00,8242,10152.7,2
9/3/22,16:10:00,6777,8348.1,2
9/3/22,16:20:00,2900,3572.3,2
9/3/22,16:30:00,5912,7282.5,2
9/3/22,16:40:00,4802,5915.2,2
9/3/22,16:50:00,3728,4592.2,2
9/3/22,17:00:00,3796,4676,2
9/3/22,17:10:00,2464,3035.2,2
9/3/22,17:20:00,1530,1884.7,2
9/3/22,17:30:00,1308,1611.2,2
9/3/22,17:40:00,1395,1718.4,2
9/3/22,17:50:00,1003,1235.5,2
9/3/22,18:00:00,603,742.8,2
9/3/22,18:10:00,324,399.1,2
9/3/22,18:20:00,135,166.3,2
9/3/22,18:30:00,32,39.4,2
9/3/22,18:40:00,3,3.7,2
9/3/22,18:50:00,0,0,2
9/3/22,19:00:00,0,0,2
9/3/22,19:10:00,0,0,2
9/3/22,19:20:00,0,0,2
9/3/22,19:30:00,0,0,2
9/3/22,19:40:00,0,0,2
9/3/22,19:50:00,0,0,2
9/3/22,20:00:00,0,0,2
9/3/22,20:10:00,0,0,2
9/3/22,20:20:00,0,0,2
9/3/22,20:30:00,0,0,2
9/3/22,20:40:00,0,0,2
9/3/22,20:50:00,0,0,2
9/3/22,21:00:00,0,0,2
9/3/22,21:10:00,0,0,2
9/3/22,21:20:00,0,0,2
9/3/22,21:30:00,0,0,2
9/3/22,21:40:00,0,0,2
9/3/22,21:50:00,0,0,2
9/3/22,22:00:00,0,0,2
9/3/22,22:10:00,0,0,2
9/3/22,22:20:00,0,0,2
9/3/22,22:30:00,0,0,2
9/3/22,22:40:00,0,0,2
9/3/22,22:50:00,0,0,2
9/3/22,23:00:00,0,0,2
9/3/22,23:10:00,0,0,2
9/3/22,23:20:00,0,0,2
9/3/22,23:30:00,0,0,2
9/3/22,23:40:00,0,0,2
9/3/22,23:50:00,0,0,2
9/3/22,24:00:00,0,0,2
10/3/22,0:10:00,0,0,2
10/3/22,0:20:00,0,0,2
10/3/22,0:30:00,0,0,2
10/3/22,0:40:00,0,0,2
10/3/22,0:50:00,0,0,2
10/3/22,1:00:00,0,0,2
10/3/22,1:10:00,0,0,2
10/3/22,1:20:00,0,0,2
10/3/22,1:30:00,0,0,2
10/3/22,1:40:00,0,0,2
10/3/22,1:50:00,0,0,2
10/3/22,2:00:00,0,0,2
10/3/22,2:10:00,0,0,2
10/3/22,2:20:00,0,0,2
10/3/22,2:30:00,0,0,2
10/3/22,2:40:00,0,0,2
10/3/22,2:50:00,0,0,2
10/3/22,3:00:00,0,0,2
10/3/22,3:10:00,0,0,2
10/3/22,3:20:00,0,0,2
10/3/22,3:30:00,0,0,2
10/3/22,3:40:00,0,0,2
10/3/22,3:50:00,0,0,2
10/3/22,4:00:00,0,0,2
10/3/22,4:10:00,0,0,2
10/3/22,4:20:00,0,0,2
10/3/22,4:30:00,0,0,2
10/3/22,4:40:00,0,0,2
10/3/22,4:50:00,0,0,2
10/3/22,5:00:00,0,0,2
10/3/22,5:10:00,0,0,2
10/3/22,5:20:00,0,0,2
10/3/22,5:30:00,0,0,2
10/3/22,5:40:00,0,0,2
10/3/22,5:50:00,2,2.5,2
10/3/22,6:00:00,27,33.3,2
10/3/22,6:10:00,115,141.7,2
