date,time,raw,calibrated,logger
7/3/22,10:20:00,12508,12610.4,1
7/3/22,10:30:00,12773,12877.6,1
7/3/22,10:40:00,13052,13158.9,1
7/3/22,10:50:00,13437,13547,1
7/3/22,11:00:00,13562,13673,1
7/3/22,11:10:00,11798,11894.6,1
7/3/22,11:20:00,14136,14251.7,1
7/3/22,11:30:00,14156,14271.9,1
7/3/22,11:40:00,14259,14375.7,1
7/3/22,11:50:00,14183,14299.1,1
7/3/22,12:00:00,14199,14315.3,1
7/3/22,12:10:00,12888,12993.5,1
7/3/22,12:20:00,14290,14407,1
7/3/22,12:30:00,14326,14443.3,1
7/3/22,12:40:00,14326,14443.3,1
7/3/22,12:50:00,13895,14008.8,1
7/3/22,13:00:00,13665,13776.9,1
7/3/22,13:10:00,13948,14062.2,1
7/3/22,13:20:00,12544,12646.7,1
7/3/22,13:30:00,13301,13409.9,1
7/3/22,13:40:00,13171,13278.8,1
7/3/22,13:50:00,12841,12946.1,1
7/3/22,14:00:00,12301,12401.7,1
7/3/22,14:10:00,11866,11963.2,1
7/3/22,14:20:00,11400,11493.3,1
7/3/22,14:30:00,11237,11329,1
7/3/22,14:40:00,10717,10804.7,1
7/3/22,14:50:00,10279,10363.2,1
7/3/22,15:00:00,9727,9806.6,1
7/3/22,15:10:00,9179,9254.2,1
7/3/22,15:20:00,8642,8712.8,1
7/3/22,15:30:00,8081,8147.2,1
7/3/22,15:40:00,7676,7738.8,1
7/3/22,15:50:00,7105,7163.2,1
7/3/22,16:00:00,6358,6410.1,1
7/3/22,16:10:00,5818,5865.6,1
7/3/22,16:20:00,5254,5297,1
7/3/22,16:30:00,4712,4750.6,1
7/3/22,16:40:00,4105,4138.6,1
7/3/22,16:50:00,3581,3610.3,1
7/3/22,17:00:00,3065,3090.1,1
7/3/22,17:10:00,2625,2646.5,1
7/3/22,17:20:00,2033,2049.6,1
7/3/22,17:30:00,1570,1582.9,1
7/3/22,17:40:00,1194,1203.8,1
7/3/22,17:50:00,867,874.1,1
7/3/22,18:00:00,605,610,1
7/3/22,18:10:00,311,313.5,1
7/3/22,18:20:00,127,128,1
7/3/22,18:30:00,29,29.2,1
7/3/22,18:40:00,2,2,1
7/3/22,18:50:00,0,0,1
7/3/22,19:00:00,0,0,1
7/3/22,19:10:00,0,0,1
7/3/22,19:20:00,0,0,1
7/3/22,19:30:00,0,0,1
7/3/22,19:40:00,0,0,1
7/3/22,19:50:00,0,0,1
7/3/22,20:00:00,0,0,1
7/3/22,20:10:00,0,0,1
7/3/22,20:20:00,0,0,1
7/3/22,20:30:00,0,0,1
7/3/22,20:40:00,0,0,1
7/3/22,20:50:00,0,0,1
7/3/22,21:00:00,0,0,1
7/3/22,21:10:00,0,0,1
7/3/22,21:20:00,0,0,1
7/3/22,21:30:00,0,0,1
7/3/22,21:40:00,0,0,1
7/3/22,21:50:00,0,0,1
7/3/22,22:00:00,0,0,1
7/3/22,22:10:00,0,0,1
7/3/22,22:20:00,0,0,1
7/3/22,22:30:00,0,0,1
7/3/22,22:40:00,0,0,1
7/3/22,22:50:00,0,0,1
7/3/22,23:00:00,0,0,1
7/3/22,23:10:00,0,0,1
7/3/22,23:20:00,0,0,1
7/3/22,23:30:00,0,0,1
7/3/22,23:40:00,0,0,1
7/3/22,23:50:00,0,0,1
7/3/22,24:00:00,0,0,1
8/3/22,0:10:00,0,0,1
8/3/22,0:20:00,0,0,1
8/3/22,0:30:00,0,0,1
8/3/22,0:40:00,0,0,1
8/3/22,0:50:00,0,0,1
8/3/22,1:00:00,0,0,1
8/3/22,1:10:00,0,0,1
8/3/22,1:20:00,0,0,1
8/3/22,1:30:00,0,0,1
8/3/22,1:40:00,0,0,1
8/3/22,1:50:00,0,0,1
8/3/22,2:00:00,0,0,1
8/3/22,2:10:00,0,0,1
8/3/22,2:20:00,0,0,1
8/3/22,2:30:00,0,0,1
8/3/22,2:40:00,0,0,1
8/3/22,2:50:00,0,0,1
8/3/22,3:00:00,0,0,1
8/3/22,3:10:00,0,0,1
8/3/22,3:20:00,0,0,1
8/3/22,3:30:00,0,0,1
8/3/22,3:40:00,0,0,1
8/3/22,3:50:00,0,0,1
8/3/22,4:00:00,0,0,1
8/3/22,4:10:00,0,0,1
8/3/22,4:20:00,0,0,1
8/3/22,4:30:00,0,0,1
8/3/22,4:40:00,0,0,1
8/3/22,4:50:00,0,0,1
8/3/22,5:00:00,0,0,1
8/3/22,5:10:00,0,0,1
8/3/22,5:20:00,0,0,1
8/3/22,5:30:00,0,0,1
8/3/22,5:40:00,0,0,1
8/3/22,5:50:00,3,3,1
8/3/22,6:00:00,35,35.3,1
8/3/22,6:10:00,140,141.1,1
8/3/22,6:20:00,328,330.7,1
8/3/22,6:30:00,558,562.6,1
8/3/22,6:40:00,919,926.5,1
8/3/22,6:50:00,1346,1357,1
8/3/22,7:00:00,1787,1801.6,1
8/3/22,7:10:00,2251,2269.4,1
8/3/22,7:20:00,2748,2770.5,1
8/3/22,7:30:00,3351,3378.4,1
8/3/22,7:40:00,3844,3875.5,1
8/3/22,7:50:00,4368,4403.8,1
8/3/22,8:00:00,4942,4982.5,1
8/3/22,8:10:00,5441,5485.5,1
8/3/22,8:20:00,5992,6041.1,1
8/3/22,8:30:00,6488,6541.1,1
8/3/22,8:40:00,7110,7168.2,1
8/3/22,8:50:00,7659,7721.7,1
8/3/22,9:00:00,8249,8316.5,1
8/3/22,9:10:00,8781,8852.9,1
8/3/22,9:20:00,9514,9591.9,1
8/3/22,9:30:00,10018,10100,1
8/3/22,9:40:00,10536,10622.3,1
8/3/22,9:50:00,11012,11102.2,1
8/3/22,10:00:00,11541,11635.5,1
8/3/22,10:10:00,11994,12092.2,1
8/3/22,10:20:00,12569,12671.9,1
8/3/22,10:30:00,12939,13044.9,1
8/3/22,10:40:00,13198,13306.1,1
8/3/22,10:50:00,13519,13629.7,1
8/3/22,11:00:00,13619,13730.5,1
8/3/22,11:10:00,13395,13504.7,1
8/3/22,11:20:00,13821,13934.2,1
8/3/22,11:30:00,13770,13882.7,1
8/3/22,11:40:00,14315,14432.2,1
8/3/22,11:50:00,14115,14230.6,1
8/3/22,12:00:00,13951,14065.2,1
8/3/22,12:10:00,14215,14331.4,1
8/3/22,12:20:00,14598,14717.5,1
8/3/22,12:30:00,14520,14638.9,1
8/3/22,12:40:00,14536,14655,1
8/3/22,12:50:00,14083,14198.3,1
8/3/22,13:00:00,13959,14073.3,1
8/3/22,13:10:00,13572,13683.1,1
8/3/22,13:20:00,13236,13344.4,1
8/3/22,13:30:00,12499,12601.3,1
8/3/22,13:40:00,12425,12526.7,1
8/3/22,13:50:00,12131,12230.3,1
8/3/22,14:00:00,11615,11710.1,1
8/3/22,14:10:00,11593,11687.9,1
8/3/22,14:20:00,11219,11310.9,1
8/3/22,14:30:00,10887,10976.1,1
8/3/22,14:40:00,10530,10616.2,1
8/3/22,14:50:00,10191,10274.4,1
8/3/22,15:00:00,9187,9262.2,1
8/3/22,15:10:00,8811,8883.1,1
8/3/22,15:20:00,8305,8373,1
8/3/22,15:30:00,7477,7538.2,1
8/3/22,15:40:00,7335,7395.1,1
8/3/22,15:50:00,6582,6635.9,1
8/3/22,16:00:00,6116,6166.1,1
8/3/22,16:10:00,5560,5605.5,1
8/3/22,16:20:00,5038,5079.2,1
8/3/22,16:30:00,4638,4676,1
8/3/22,16:40:00,3903,3935,1
8/3/22,16:50:00,3278,3304.8,1
8/3/22,17:00:00,2730,2752.4,1
8/3/22,17:10:00,2370,2389.4,1
8/3/22,17:20:00,1632,1645.4,1
8/3/22,17:30:00,1487,1499.2,1
8/3/22,17:40:00,1166,1175.5,1
8/3/22,17:50:00,903,910.4,1
8/3/22,18:00:00,519,523.2,1
8/3/22,18:10:00,272,274.2,1
8/3/22,18:20:00,103,103.8,1
8/3/22,18:30:00,23,23.2,1
8/3/22,18:40:00,2,2,1
8/3/22,18:50:00,0,0,1
8/3/22,19:00:00,0,0,1
8/3/22,19:10:00,0,0,1
8/3/22,19:20:00,0,0,1
8/3/22,19:30:00,0,0,1
8/3/22,19:40:00,0,0,1
8/3/22,19:50:00,0,0,1
8/3/22,20:00:00,0,0,1
8/3/22,20:10:00,0,0,1
8/3/22,20:20:00,0,0,1
8/3/22,20:30:00,0,0,1
8/3/22,20:40:00,0,0,1
8/3/22,20:50:00,0,0,1
8/3/22,21:00:00,0,0,1
8/3/22,21:10:00,0,0,1
8/3/22,21:20:00,0,0,1
8/3/22,21:30:00,0,0,1
8/3/22,21:40:00,0,0,1
8/3/22,21:50:00,0,0,1
8/3/22,22:00:00,0,0,1
8/3/22,22:10:00,0,0,1
8/3/22,22:20:00,0,0,1
8/3/22,22:30:00,0,0,1
8/3/22,22:40:00,0,0,1
8/3/22,22:50:00,0,0,1
8/3/22,23:00:00,0,0,1
8/3/22,23:10:00,0,0,1
8/3/22,23:20:00,0,0,1
8/3/22,23:30:00,0,0,1
8/3/22,23:40:00,0,0,1
8/3/22,23:50:00,0,0,1
8/3/22,24:00:00,0,0,1
9/3/22,0:10:00,0,0,1
9/3/22,0:20:00,0,0,1
9/3/22,0:30:00,0,0,1
9/3/22,0:40:00,0,0,1
9/3/22,0:50:00,0,0,1
9/3/22,1:00:00,0,0,1
9/3/22,1:10:00,0,0,1
9/3/22,1:20:00,0,0,1
9/3/22,1:30:00,0,0,1
9/3/22,1:40:00,0,0,1
9/3/22,1:50:00,0,0,1
9/3/22,2:00:00,0,0,1
9/3/22,2:10:00,0,0,1
9/3/22,2:20:00,0,0,1
9/3/22,2:30:00,0,0,1
9/3/22,2:40:00,0,0,1
9/3/22,2:50:00,0,0,1
9/3/22,3:00:00,0,0,1
9/3/22,3:10:00,0,0,1
9/3/22,3:20:00,0,0,1
9/3/22,3:30:00,0,0,1
9/3/22,3:40:00,0,0,1
9/3/22,3:50:00,0,0,1
9/3/22,4:00:00,0,0,1
9/3/22,4:10:00,0,0,1
9/3/22,4:20:00,0,0,1
9/3/22,4:30:00,0,0,1
9/3/22,4:40:00,0,0,1
9/3/22,4:50:00,0,0,1
9/3/22,5:00:00,0,0,1
9/3/22,5:10:00,0,0,1
9/3/22,5:20:00,0,0,1
9/3/22,5:30:00,0,0,1
9/3/22,5:40:00,0,0,1
9/3/22,5:50:00,3,3,1
9/3/22,6:00:00,33,33.3,1
9/3/22,6:10:00,119,120,1
9/3/22,6:20:00,277,279.3,1
9/3/22,6:30:00,494,498,1
9/3/22,6:40:00,836,842.8,1
9/3/22,6:50:00,1109,1118.1,1
9/3/22,7:00:00,1647,1660.5,1
9/3/22,7:10:00,1798,1812.7,1
9/3/22,7:20:00,2535,2555.8,1
9/3/22,7:30:00,3216,3242.3,1
9/3/22,7:40:00,3772,3802.9,1
9/3/22,7:50:00,4012,4044.8,1
9/3/22,8:00:00,4801,4840.3,1
9/3/22,8:10:00,5488,5532.9,1
9/3/22,8:20:00,5967,6015.9,1
9/3/22,8:30:00,6571,6624.8,1
9/3/22,8:40:00,7139,7197.5,1
9/3/22,8:50:00,7721,7784.2,1
9/3/22,9:00:00,8354,8422.4,1
9/3/22,9:10:00,8827,8899.3,1
9/3/22,9:20:00,9477,9554.6,1
9/3/22,9:30:00,9970,10051.6,1
9/3/22,9:40:00,10682,10769.5,1
9/3/22,9:50:00,10842,10930.8,1
9/3/22,10:00:00,11857,11954.1,1
9/3/22,10:10:00,12466,12568.1,1
9/3/22,10:20:00,12273,12373.5,1
9/3/22,10:30:00,12058,12156.7,1
9/3/22,10:40:00,13237,13345.4,1
9/3/22,10:50:00,13008,13114.5,1
9/3/22,11:00:00,13439,13549,1
9/3/22,11:10:00,13629,13740.6,1
9/3/22,11:20:00,13835,13948.3,1
9/3/22,11:30:00,13574,13685.1,1
9/3/22,11:40:00,13903,14016.8,1
9/3/22,11:50:00,14132,14247.7,1
9/3/22,12:00:00,14358,14475.6,1
9/3/22,12:10:00,14433,14551.2,1
9/3/22,12:20:00,14317,14434.2,1
9/3/22,12:30:00,14214,14330.4,1
9/3/22,12:40:00,14259,14375.7,1
9/3/22,12:50:00,14031,14145.9,1
9/3/22,13:00:00,13924,14038,1
9/3/22,13:10:00,13422,13531.9,1
9/3/22,13:20:00,13258,13366.5,1
9/3/22,13:30:00,13156,13263.7,1
9/3/22,13:40:00,12878,12983.4,1
9/3/22,13:50:00,12848,12953.2,1
9/3/22,14:00:00,12564,12666.9,1
9/3/22,14:10:00,12378,12479.3,1
9/3/22,14:20:00,11025,11115.3,1
9/3/22,14:30:00,11034,11124.3,1
9/3/22,14:40:00,10592,10678.7,1
9/3/22,14:50:00,10218,10301.7,1
9/3/22,15:00:00,9521,9599,1
9/3/22,15:10:00,8889,8961.8,1
9/3/22,15:20:00,8548,8618,1
9/3/22,15:30:00,7843,7907.2,1
9/3/22,15:40:00,7348,7408.2,1
9/3/22,15:50:00,6907,6963.6,1
9/3/22,16:00:00,7073,7130.9,1
9/3/22,16:10:00,5825,5872.7,1
9/3/22,16:20:00,2488,2508.4,1
9/3/22,16:30:00,5079,5120.6,1
9/3/22,16:40:00,4049,4082.2,1
9/3/22,16:50:00,3117,3142.5,1
9/3/22,17:00:00,3172,3198,1
9/3/22,17:10:00,2048,2064.8,1
9/3/22,17:20:00,1281,1291.5,1
9/3/22,17:30:00,1090,1098.9,1
9/3/22,17:40:00,1159,1168.5,1
9/3/22,17:50:00,836,842.8,1
9/3/22,18:00:00,506,510.1,1
9/3/22,18:10:00,273,275.2,1
9/3/22,18:20:00,114,114.9,1
9/3/22,18:30:00,27,27.2,1
9/3/22,18:40:00,3,3,1
9/3/22,18:50:00,0,0,1
9/3/22,19:00:00,0,0,1
9/3/22,19:10:00,0,0,1
9/3/22,19:20:00,0,0,1
9/3/22,19:30:00,0,0,1
9/3/22,19:40:00,0,0,1
9/3/22,19:50:00,0,0,1
9/3/22,20:00:00,0,0,1
9/3/22,20:10:00,0,0,1
9/3/22,20:20:00,0,0,1
9/3/22,20:30:00,0,0,1
9/3/22,20:40:00,0,0,1
9/3/22,20:50:00,0,0,1
9/3/22,21:00:00,0,0,1
9/3/22,21:10:00,0,0,1
9/3/22,21:20:00,0,0,1
9/3/22,21:30:00,0,0,1
9/3/22,21:40:00,0,0,1
9/3/22,21:50:00,0,0,1
9/3/22,22:00:00,0,0,1
9/3/22,22:10:00,0,0,1
9/3/22,22:20:00,0,0,1
9/3/22,22:30:00,0,0,1
9/3/22,22:40:00,0,0,1
9/3/22,22:50:00,0,0,1
9/3/22,23:00:00,0,0,1
9/3/22,23:10:00,0,0,1
9/3/22,23:20:00,0,0,1
9/3/22,23:30:00,0,0,1
9/3/22,23:40:00,0,0,1
9/3/22,23:50:00,0,0,1
9/3/22,24:00:00,0,0,1
10/3/22,0:10:00,0,0,1
10/3/22,0:20:00,0,0,1
10/3/22,0:30:00,0,0,1
10/3/22,0:40:00,0,0,1
10/3/22,0:50:00,0,0,1
10/3/22,1:00:00,0,0,1
10/3/22,1:10:00,0,0,1
10/3/22,1:20:00,0,0,1
10/3/22,1:30:00,0,0,1
10/3/22,1:40:00,0,0,1
10/3/22,1:50:00,0,0,1
10/3/22,2:00:00,0,0,1
10/3/22,2:10:00,0,0,1
10/3/22,2:20:00,0,0,1
10/3/22,2:30:00,0,0,1
10/3/22,2:40:00,0,0,1
10/3/22,2:50:00,0,0,1
10/3/22,3:00:00,0,0,1
10/3/22,3:10:00,0,0,1
10/3/22,3:20:00,0,0,1
10/3/22,3:30:00,0,0,1
10/3/22,3:40:00,0,0,1
10/3/22,3:50:00,0,0,1
10/3/22,4:00:00,0,0,1
10/3/22,4:10:00,0,0,1
10/3/22,4:20:00,0,0,1
10/3/22,4:30:00,0,0,1
10/3/22,4:40:00,0,0,1
10/3/22,4:50:00,0,0,1
10/3/22,5:00:00,0,0,1
10/3/22,5:10:00,0,0,1
10/3/22,5:20:00,0,0,1
10/3/22,5:30:00,0,0,1
10/3/22,5:40:00,0,0,1
10/3/22,5:50:00,1,1,1
10/3/22,6:00:00,23,23.2,1
10/3/22,6:10:00,98,98.8,1
10/3/22,6:20:00,246,248,1
